id,question,answerKey,choice_0,choice_1,choice_2,choice_3
VASoL_2009_5_14,The top layers of soil are important because they -,1,prevent earthquakes,give plants nutrients,protect the bedrock,make walking easier
Mercury_SC_400589,A scientific guess about the cause and effect of an event is called,2,a variable.,a theory.,a hypothesis.,an observation.
TIMSS_1995_8_I11,What features do all insects have?,2,Number of LEGS 2 Number of BODY PARTS 4,Number of LEGS 4 Number of BODY PARTS 2,Number of LEGS 6 Number of BODY PARTS 3,Number of LEGS 8 Number of BODY PARTS 3
MCAS_2000_8_30,How does a mushroom obtain energy?,2,by attaching to green plants and taking the plants' food,by combining carbon dioxide and water to make its own food,by absorbing matter from dead organisms to use as food,by attacking bacteria and using the bacteria as food
Mercury_7171553,Three main sequence stars are being compared. Which characteristic would these three stars most likely have in common?,0,chemical composition,distance from Earth,temperature,brightness
Mercury_7190015,Some natural disasters can have a large effect on the global climate. Which type of natural disaster would produce the greatest decrease in solar radiation reaching the surface of Earth for the longest period of time?,3,a giant tsunami,a strong earthquake,a powerful hurricane,a large volcanic eruption
Mercury_7032830,What object is made of hot gas and is the most massive object in our solar system?,0,the Sun,an asteroid,a comet,a terrestrial planet
AIMS_2008_4_17,Which of the following is a slow process that changes Earth's surface?,2,flooding,earthquake,wind erosion,volcanic eruption
Mercury_7271618,Which of the following is the greatest source of wild fish for human populations?,3,ponds,lakes,rivers,oceans
NCEOGA_2013_8_46,Which best describes the characteristics of a river basin?,0,the land drained by a river and its tributaries,the land formed when rivers create estuaries and marshes,the land at the mouth of a river where water flows into the ocean,the land formed as a result of a river flooding
Mercury_7084560,Tides on Earth are influenced more by the Moon than the Sun because the Moon is,3,brighter than the Sun.,larger than Earth.,colder than Earth.,closer than the Sun.
MCAS_2005_8_35,"When dense, cold air pushes beneath warmer atmospheric air, the lighter, warmer air rises. As this air rises into the atmosphere, it cools and some of the water vapor in it condenses. Which of the following will most likely form as this occurs?",0,a cloud,a rainbow,a sunset,a tornado
Mercury_7202388,Herbivores that evolved on grassy plains are likely to naturally select for traits different than herbivores that evolved in rain forests. Which trait is a plains herbivore most likely to develop over thousands of years?,0,long legs for running,sharp claws for climbing,webbed feet for swimming,prehensile tail for hanging from trees
Mercury_7210403,"A student writes the following statement in a journal: ""It was 84°F at 3 p.m. on Tuesday in the schoolyard."" This statement best describes which system?",0,local weather,local climate,regional weather,regional climate
Mercury_SC_401826,"When using a hot plate, students should not",0,leave the hot plate unattended.,follow the teacher's instructions.,pull back hair or clothing to avoid contact.,wear insulated gloves when holding metal materials.
Mercury_7269028,Which subatomic particles are involved in the nuclear fusion that powers the Sun?,0,protons and neutrons,electrons and protons,only protons,only electrons
Mercury_SC_407784,What do all vertebrate animals have in common?,1,They all have fur.,They all have backbones.,They all are warm-blooded.,They all have young that look like the adults.
Mercury_7042508,"When astronomers want to measure the distance between nearby stars, they often use",1,quasars.,parallax.,visible light.,spectrographs.
Mercury_7271443,Which of these is the best evidence that Earth's continental landmasses drifted apart over time?,0,the fossil record along the edges of continents,the rocky coastlines at the edges of continents,the distribution of biomes on all the continents,the prevalence of granite on all the continents
TIMSS_2003_8_pg98,"In humans, where does the absorption of food into the blood stream mainly take place?",3,stomach,mouth,large intestines,small intestines
Mercury_7029873,Which human activity contributes to the formation of acid rain?,2,using too much fertilizer in agriculture,cutting down large areas of tropical forests,burning fossil fuels such as coal and gasoline,using chemicals that destroy ozone in the stratosphere
Mercury_7228323,What procedure should be performed after any handling of a plant sample in a lab?,2,applying disinfectant to the counters,throwing away plant material in the trash,washing hands with an antibacterial soap,placing hands under an ultraviolet light
Mercury_7217140,In which of the following cases would a decrease in friction be most beneficial?,2,the friction between the shoes of a jogger and the jogging track,the friction between the wheels of a car and the surface of a road,the friction between a rotating pulley and the axle that supports the pulley,the friction between a rotating pulley and the rope that is used with the pulley
Mercury_SC_400515,Decayed prehistoric plants have helped in the formation of,0,"coal, oil, and gas.","coal, shale, and quartz.","shale, quartz, and coal.","oil, shale, and granite."
MCAS_2003_8_13,Oxygen and sugar are the products of,2,cell division.,digestion.,photosynthesis.,respiration.
OHAT_2009_5_4,Scientists often work together to solve a problem. Sometimes they work in laboratories. Sometimes they are outside doing fieldwork. The chart provides a list of some careers in science. Which scientists might work together to save a polluted wetland?,0,"chemist, botanist and ecologist","astronomer, ecologist and physicist","physicist, paleontologist and chemist","botanist, astronomer and paleontologist"
ACTAAP_2012_7_16,How many chromosomes are found in a fertilized human egg cell?,3,22,23,44,46
Mercury_7156800,"Peptide bonds in proteins can be broken down by the enzyme peptidase. Adrian orders a hamburger and French fries for lunch. He adds cheese and mayonnaise to his hamburger, and then sits down to eat lunch with his friends. Which structure would most likely result from the action of peptidase in Adrian's small intestine?",2,lipid,glucose,amino acid,hydrocarbon
