run_id,correct_answer,question,answer_option0,answer_option1,answer_option2,answer_option3,answer_option4
260345,4,"In Dill town, you can only buy blooms at Carrot's Store, and you can only buy herbs at Cherry's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Pepper's Store, and any time he is at Cherry's Store, she is at Carrot's Store. Basil is buying cloves. Where is Lily?",Carrot's Store,Cherry's Store,Rosemary's Store,Rose's Store,Pepper's Store
271178,3,Spot is a false percula clownfish. How many circulatory systems does he have?,6,8,9,1,3
263193,3,Ginger bet Duke that no three-story building is a missile silo. Ginger is a mover. Duke is a U.S. Navy seal. Which of them won the bet?,chemist,farmer,singer,mover,U.S. Navy seal
263643,4,Ginger bet Duke that no knuckle is a bird. Ginger is a psychoanalyst. Duke is a basketball coach. Which of them won the bet?,appraiser,flight attendant,comedian,basketball coach,psychoanalyst
329820,2,Which of these things would be the fastest?,tank,dump truck,Ford Mustang,Segway,golf cart
336409,0,"In Strange Town, you're only allowed to play a team sport in the park, you're only allowed to attend entertainment events in the campground, and you're only allowed to play a card game in the botanical garden. Cliff is using a badminton racket in playing badminton. Where is Cliff?",the physical universe,the park,the campground,the town square,the shipyard
238050,0,A night table is normally smaller in size than ______.,a country house,grain of rice,a Norwegian Elkhound,a rifle,a house cat
300688,2,Rob chastised Will. Joy secured Will. Who made Will feel unhappy?,Joy,Daisy,Rob,Cliff,Charity
295888,4,April missed a call at 1 a.m.. She returned it 1 hour later. When did she return the call?,6 p.m.,5 p.m.,11 p.m.,10 p.m.,2 a.m.
262740,3,"In Dill town, you can only buy herbs at Cherry's Store, and you can only buy flesh at Rose's Store. In a strange coincidence, any time Basil is at Cherry's Store, Lily is at Rose's Store, and any time he is at Rose's Store, she is at Rose's Store. Basil is buying parsley. Where is Lily?",Carrot's Store,Rosemary's Store,Pepper's Store,Rose's Store,Cherry's Store
197267,3,Writing the word “dog” requires writing ______ letters.,10,6,9,3,8
263121,0,Ginger bet Duke that no sidecar cocktail is a cocktail. Ginger is a babysiter. Duke is a vocalist. Which of them won the bet?,singer,babysiter,cowboy,teacher,contract killer
320233,2,Charity is saluting. Daisy is presenting with an emotionless facial expression. Rob is expressing surprise. Which of them is most likely feeling resolve?,Charity,Cliff,Daisy,Rob,Joy
263697,3,Ginger bet Duke that no land is a porpoise. Ginger is a bank teller. Duke is a hydrocarbon production employee. Which of them won the bet?,librarian,basketball coach,appraiser,bank teller,hydrocarbon production employee
296105,0,April missed a call at 2 a.m.. She returned it 6 hours later. When did she return the call?,8 a.m.,8 p.m.,7 p.m.,6 a.m.,2 a.m.
189566,0,Which of these is usually larger than the others?,jackrabbit,teapot,cantaloupe,bowl,cereal bowl
263271,2,Duke bet Ginger that no dinner roll is bread. Ginger is a batter. Duke is a maid. Which of them won the bet?,accountant,soldier,batter,maid,pitcher
294556,0,April missed a call at 7 a.m.. She returned it 4 hours later. When did she return the call?,11 a.m.,10 p.m.,5 a.m.,12 a.m.,9 a.m.
336003,1,"In Strange Town, you're only allowed to play cards in the forest, you're only allowed to play musical instruments in the graveyard, and you're only allowed to attend entertainment events in the shipyard. Daisy is playing bell. Where is Daisy?",the forest,the graveyard,the financial district,the town square,the shipyard
320601,3,Charity is chastising. Daisy is twitching. Daisy is springing. Which of them is most likely feeling reproach?,Daisy,Rob,Joy,Charity,Cliff
143918,4,______ comes before 11 a.m.,winter,12 a.m.,3 p.m.,8 p.m.,10 a.m.
294840,2,April missed a call at 5 a.m.. She returned it 4 hours later. When did she return the call?,1 a.m.,5 a.m.,9 a.m.,4 p.m.,11 p.m.
294926,0,April missed a call at 3 a.m.. She returned it 1 hour later. When did she return the call?,4 a.m.,5 p.m.,9 a.m.,8 a.m.,7 a.m.
294449,3,April missed a call at 11 p.m.. She returned it 6 hours later. When did she return the call?,8 a.m.,4 a.m.,7 a.m.,5 a.m.,10 a.m.
320551,1,Charity is thanking someone. Charity is celebrating. Rob is booing. Which of them is most likely feeling animosity?,Cliff,Rob,Joy,Daisy,Charity
320491,0,Charity is snarling. Rob is expressing doubt. Cliff is expressing excitement. Which of them is most likely feeling outrage?,Charity,Joy,Daisy,Cliff,Rob
163038,2,Which of the following is 6 minutes after 0:30 p.m. on day number 22 in November 1963?,"0:30 p.m. on November 22, 1969","0:30 p.m. on November 22, 1903","0:36 p.m. on November 22, 1963","0:30 p.m. on November 16, 1963","6:30 p.m. on November 22, 1969"
300519,4,Charity toasted Will. Rob chastised Will. Who made Will feel unhappy?,Charity,Cliff,Joy,Daisy,Rob
214236,0,It's too bad Bobby served ______. Everybody at the party follows the Halal diet.,butterscotch schnapps,Swedish Fish,dessert,crumb,sprinkle
189871,0,Which of these things is usually bigger than the others?,baked potato,adult shrew,disposable cigarette lighter,petri dish,adult field mouse
164970,2,"Which of the following is 3 days after February 12, 1809?","February 12, 1806","February 12, 1812","February 15, 1809","November 12, 1808","February 11, 1809"
319603,1,Daisy is expressing indecision. Joy is feeling skeptical. Cliff is making a victory gesture. Which of them is most likely feeling liberation?,Joy,Cliff,Charity,Daisy,Rob
294714,4,April missed a call at 8 a.m.. She returned it 4 hours later. When did she return the call?,10 p.m.,3 a.m.,4 p.m.,5 a.m.,noon
320097,3,Joy is hanging one’s head. Daisy is chastising. Cliff is expressing surprise. Which of them is most likely feeling shame?,Rob,Cliff,Charity,Joy,Daisy
301233,2,Daisy repudiated Will. Joy lauded Will. Who made Will feel happy?,Charity,Rob,Joy,Daisy,Cliff
336045,0,"In Strange Town, you're only allowed to attend entertainment events in the forest, you're only allowed to play a musical instrument in the campground, and you're only allowed to play a team sport in the town square. Joy is playing FIFA Soccer CW. Where is Joy?",the physical universe,the forest,the campground,the graveyard,the financial district
214789,1,It's too bad Bobby served ______. Everybody at the party follows the vegan diet.,Roma tomato,swan meat,croissant,Golden Delicious apple,beer
262712,1,"In Dill town, you can only buy office products at Carrot's Store, and you can only buy flesh at Cherry's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Cherry's Store, and any time he is at Cherry's Store, she is at Rosemary's Store. Basil is buying 3MPist-itNotes. Where is Lily?",Rosemary's Store,Cherry's Store,Pepper's Store,Rose's Store,Carrot's Store
320692,1,Joy is holding one’s breath. Charity is dancing by humans. Daisy is defending. Which of them is most likely feeling dread?,Cliff,Joy,Daisy,Rob,Charity
328993,4,Pick the thing which is typically the slowest.,steam locomotive,go cart,F-16 fighting falcon,Porsche 911 Series,alpaca
328504,3,Which of these is typically the slowest?,Porsche 911 Series,Formula 1 race car,Honda Accord,tank,diesel locomotive
320716,1,Daisy is expressing jealousy. Cliff is Latin dancing. Daisy is expressing outrage. Which of them is most likely feeling fun?,Joy,Cliff,Daisy,Rob,Charity
336293,4,Charity was saw by Rob. Charity criticised Rob. Who did something affecting Rob?,Joy,Daisy,Rob,Cliff,Charity
181961,0,"Which of the following is 7 full years after 11:03 p.m. on December 1, 1871?","11:03 p.m. on December 1, 1878","11:03 p.m. on December 1, 1941","6:03 a.m. on December 2, 1871","11:03 p.m. on December 1, 2571","11:03 p.m. on May 1, 1871"
335879,0,"In Strange Town, you're only allowed to play board games in the financial district, you're only allowed to attend entertainment events in the shipyard, and you're only allowed to play a musical instrument in the theater district. Joy is #$PlayingChess with a computer. Where is Joy?",the financial district,the shipyard,the theater district,the graveyard,the campground
189506,4,Pick the one which isn't usually bigger than any of the others.,bathtub,briefcase,refrigerated display case,chest freezer,toy dog
189464,3,Pick the thing which is typically largest.,drinking glass,wine glass,yam,bongo drum,bowl
300406,4,Cliff incriminated Will. Rob toasted Will. Who made Will feel embarrassed?,Charity,Daisy,Joy,Rob,Cliff
259629,0,"Cherry needs lip gloss, hydrangeas, and diphenhydramine. She already has diphenhydramine and hydrangeas. Where should she go?",cosmetics and beauty supply store,flower shop,bookstore,hair salon,art supply store
297135,4,"Only males who like peaches are allowed on the rugby team. Only females who like mangos are allowed on the soccer team. Daisy's foster child, Billie, likes all quercitron lakey fruits. Which team could Billie join?",the hockey team,the baseball team,the basketball team,the rugby team,the soccer team
335998,2,"In Strange Town, you're only allowed to play a team sport in the park, you're only allowed to play a musical instrument in the shipyard, and you're only allowed to attend entertainment events in the graveyard. Cliff is playing sax. Where is Cliff?",the town square,the graveyard,the shipyard,the theater district,the park
262134,3,"In Dill town, you can only buy fruits at Rose's Store, and you can only buy flesh at Pepper's Store. In a strange coincidence, any time Basil is at Rose's Store, Lily is at Pepper's Store, and any time he is at Pepper's Store, she is at Rosemary's Store. Basil is buying pufferfish meat. Where is Lily?",Rose's Store,Carrot's Store,Cherry's Store,Rosemary's Store,Pepper's Store
197173,1,You write the word “krill” with ______ letters.,11,5,9,6,3
325779,2,"In U.S. winter, Rob visits the park every day. In U.S. spring, Rob visits the town square every day. Where will Rob go on December 19?",the shipyard,the forest,the park,the town square,the financial district
319658,2,Rob is making obscene gestures. Charity is telling stories. Daisy is yoga. Which of them is most likely feeling camaraderie?,Rob,Daisy,Charity,Joy,Cliff
262459,0,"In Dill town, you can only buy fruit at Carrot's Store, and you can only buy flesh at Rosemary's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Cherry's Store, and any time he is at Rosemary's Store, she is at Cherry's Store. Basil is buying flesh that is not fish meat. Where is Lily?",Cherry's Store,Pepper's Store,Rose's Store,Rosemary's Store,Carrot's Store
263587,3,Ginger bet Duke that no American mink is a hound. Ginger is a Prime Minister. Duke is a basketball coach. Which of them won the bet?,pianist,psychoanalyst,basketball coach,Prime Minister,author
319240,2,Charity is groaning. Joy is following instructions. Cliff is expressing triumph. Which of them is most likely feeling panic?,Cliff,Daisy,Charity,Joy,Rob
263265,3,Ginger bet Duke that no rock crab is a pot bellied pig. Ginger is a construction worker. Duke is a teller. Which of them won the bet?,maid,bank teller,chemist,construction worker,flight attendant
319701,4,Cliff is joking. Joy is expressing delight. Daisy is consoling. Which of them is most likely feeling empathy?,Rob,Charity,Joy,Cliff,Daisy
143530,1,What immediately follows noontime?,4 p.m.,1 p.m.,October,2 a.m.,noon
215041,4,"Rosalyn adheres to the vegetarian diet. When she came to dinner, she didn't eat ______?",kiwi,filled donut,Asparagus,aluminum hydroxide,meat sausage intended for sale
319232,3,Charity is simpering. Daisy is telling jokes. Charity is acting touched. Which of them is most likely feeling camaraderie?,Charity,Cliff,Rob,Daisy,Joy
